id,name,description,zip_code,neighborhood,latitude,longitude,property_type,room_type,n_accommodates,n_bathrooms,n_bedrooms,n_beds,amenities,price,minimum_nights,maximum_nights,availability_365,n_reviews,first_review,last_review,n_reviews_per_month,score_rating,score_cleanliness,score_location,score_value,host_id,host_name,host_since,host_is_superhost,host_n_listings,url_listing,url_picture
l_903486801540157568,"Stunning mountain Views, hot tub, game room & more","Welcome to Falcon Ridge, a peaceful mountain property on over 7 acres offering the perfect blend of tranquility and convenience. You’ll feel like you’re miles away, yet you’re less than 20 minutes to all Asheville has to offer. this stunning retreat boasts panoramic mountain views that will leave you in awe.",28732,Fletcher,35.4953439,-82.4632385,Entire home,Entire home/apt,6,3,3,3,First aid kit;Air conditioning;Fire pit;High chair;Outlet covers;Pets allowed;Children’s books and toys;Heating;Iron;Extra pillows and blankets;Safe;Hot water kettle;Cooking basics;Essentials;Bathtub;Shampoo;Indoor fireplace;Dedicated workspace;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Hot tub;Private entrance;Hair dryer;Kitchen;Keypad;Changing table;Dryer;Baby bath;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Pack ’n play/Travel crib;Microwave;Wifi;TV;Hangers;BBQ grill;Pool table;Fire extinguisher;Children’s dinnerware;Backyard;Game console;Coffee maker;Freezer;Self check-in;Ethernet connection;Toaster;Oven;Washer;Baby monitor;Free parking on premises;Smoke alarm;Baby safety gates;EV charger,243,1,365,329,9,2023-07-06,2024-09-01,0.38,4.89,5,4.89,4.78,h_96187307,Yonder,2016-09-21,TRUE,50,https://www.airbnb.com/rooms/903486801540157597,https://a0.muscache.com/pictures/prohost-api/Hosting-903486801540157597/original/e620037a-de15-4328-afdf-762417b0dc6b.jpeg
l_903828418284489216,Asheville River Cabins Accessible Cabin w/ Hot Tub,"Asheville River Cabins offers the ultimate glamping experience, 20 mins from downtown Asheville, NC. Our cozy cabins, nestled on the scenic French Broad River, boast stunning Blue Ridge Mountain views. Conveniently located in south Asheville, we're 2 miles from Biltmore Park, full of dining and shopping options. Your cabin includes a fire pit, charcoal grill, and hot tub.<br /><br />No availability? Message us or explore our other listings at Asheville River Cabins.",28704,South Asheville,35.49089,-82.57118,Entire cabin,Entire home/apt,4,1,1,2,Luggage dropoff allowed;Fire pit;Pets allowed;Smoke alarm;River view;Backyard - Not fully fenced;Heating - split type ductless system;Wine glasses;Hot water kettle;AC - split type ductless system;Barbecue utensils;Cooking basics;Essentials;Stainless steel oven;Refrigerator;Shower gel;Single level home;Dishwasher;Lather body soap;Hot water;Dishes and silverware;Baking sheet;Private entrance;Lather conditioner;Hair dryer;Kitchen;Resort access;Free driveway parking on premises – 1 space;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Portable fans;Microwave;Wifi;TV;Hangers;Coffee;BBQ grill;Fire extinguisher;Cleaning available during stay;Coffee maker;Freezer;Waterfront;Self check-in;Fireplace guards;Electric stove;Toaster;Outdoor furniture;Outdoor dining area;Clothing storage;Indoor fireplace: electric;Laundromat nearby;Private hot tub;Mountain view;Patio or balcony;Lather shampoo,282,1,365,333,38,2023-06-04,2024-09-26,1.53,4.76,4.84,4.79,4.39,h_477251437,Asheville River Cabins,2022-08-29,TRUE,8,https://www.airbnb.com/rooms/903828418284489253,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTAzODI4NDE4Mjg0NDg5MjUz/original/a32119bd-b721-4f7d-a1d7-d9e723708e50.jpeg
l_905154333114072320,Cypress Sycamore by AvantStay | 6 Mins to Downtown,"- Prime location minutes from Downtown Asheville, the Biltmore Estate, Blue Ridge Parkway, and the Mountain-To-Sea Trail. <br />- Patio with a seating area, gas grill, and wood-burning firepit<br />- New furniture sourced from a local Asheville boutique<br />- Streaming televisions in every bedroom<br />- Open-concept kitchen comes fully equipped",28803,Tuxedo Park,35.555824,-82.48487,Entire home,Entire home/apt,8,,3,,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,,1,365,327,18,2022-12-27,2024-07-07,0.6,4.72,5,4.67,4.67,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154333114072297,https://a0.muscache.com/pictures/prohost-api/Hosting-905154333114072297/original/51eba1be-20b8-4500-8f1b-ee80c7f00edb.jpeg
l_905154358245611520,Magnolia Sycamore by AvantStay | 6mins to Downtown,"- Elegant townhome with style, amenities, and comfort<br />- Custom-built for relaxation and tranquil escapes<br />- Gas grill for outdoor bbq<br />- Wood-burning fire pit for cozy evenings<br />- Bright, open kitchen with granite countertops",28803,Tuxedo Park,35.555777,-82.485343,Entire home,Entire home/apt,8,3,3,4,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Board games;Iron;Extra pillows and blankets;Safe;Hot water kettle;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,157,1,365,321,28,2022-10-23,2025-02-09,0.87,4.71,4.93,4.75,4.71,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154358245611560,https://a0.muscache.com/pictures/prohost-api/Hosting-905154358245611560/original/840f3a9a-72cc-4d03-987d-61537d91df85.jpeg
l_905154383393409536,Dogwood Sycamore by AvantStay | 6mins to Asheville,"- Stunning townhome just 6 minutes from Asheville<br />- Back deck with seating, a BBQ grill, and a firepit<br />- Smart TVs, including Youtube TV in the living room<br />- Game-packed recreation space<br />- Fully-equipped kitchen",28803,Tuxedo Park,35.555943,-82.485397,Entire home,Entire home/apt,8,3,3,5,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Board games;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Indoor fireplace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Backyard;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,156,1,365,311,20,2022-10-10,2024-11-21,0.61,4.85,4.95,4.65,4.65,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154383393409495,https://a0.muscache.com/pictures/prohost-api/Hosting-905154383393409495/original/cc983369-7399-41c0-9f62-a6503d826024.jpeg
l_905154408774749056,Willow Sycamore by AvantStay | 6 Mins to Downtown,"- Back patio, ideal for relaxation<br />- Enjoy an evening under the stars in the cozy outdoor fire pit<br />- 6-minute drive to Asheville's restaurant, brewery, and music scene<br />- Luxurious bathrooms: custom tiled showers<br />- Bent Creek Experimental Forest for mountain bike rides",28803,Tuxedo Park,35.555764,-82.484884,Entire home,Entire home/apt,8,3,3,5,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,156,1,365,321,12,2022-12-11,2025-02-08,0.39,5,5,4.75,4.75,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154408774749090,https://a0.muscache.com/pictures/prohost-api/Hosting-905154408774749090/original/743ca0ab-c859-47b6-a50e-9bc520401ce2.jpeg
l_905154432097807488,Sweetgum Sycamore by AvantStay | 6Min to Downtown,- A short 6-minute drive to downtown Asheville<br />- Wood-burning fire pit for cozy evenings<br />- Enjoy the overlooking serene stream from the deck with outdoor dining<br />- Cook by the fire in the stylish kitchen<br />- Proximity to attractions,28803,Tuxedo Park,35.555887,-82.485388,Entire home,Entire home/apt,8,3,3,4,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Backyard;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,176,1,365,349,11,2022-11-13,2023-10-15,0.35,5,5,4.82,4.73,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154432097807523,https://a0.muscache.com/pictures/prohost-api/Hosting-905154432097807523/original/127ad540-ef75-46a7-b2c1-4d4d05032693.jpeg
l_905154459106096896,White Pine Sycamore by AvantStay | Near Downtown,"- Modern luxury townhome near downtown Asheville<br />- Stylish kitchen, open concept with granite countertops<br />- Back patio with seating and enjoy the mountain air<br />- 5 miles to downtown Asheville<br />- Comfortable bedrooms with plush mattresses",28803,Tuxedo Park,35.55593,-82.48485,Entire home,Entire home/apt,8,3,3,4,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Backyard;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,172,1,365,345,13,2022-10-09,2025-01-13,0.4,4.92,5,4.69,4.77,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154459106096953,https://a0.muscache.com/pictures/prohost-api/Hosting-905154459106096953/original/4fd811fd-2152-4c58-a211-7d63a2d22178.jpeg
l_905154484554673280,Red Bud Sycamore | Custom Group Retreat w/ Patio,"- Attractions like The Biltmore Estate and Grove Park Inn nearby<br />- Open-concept kitchen with granite countertops<br />- Tranquil escape: Custom-built home designed for relaxation<br />- Embrace nature like hiking, biking at Bent Creek Experimental Forest<br />- Stunning 3BRs, 3-bath townhome",28803,Tuxedo Park,35.555993,-82.48484,Entire home,Entire home/apt,8,3,3,4,First aid kit;Cleaning products;Air conditioning;Fire pit;Pets allowed;Blender;Heating;Conditioner;Board games;Iron;Extra pillows and blankets;Wine glasses;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Exterior security cameras on property;BBQ grill;Fire extinguisher;Long term stays allowed;Coffee maker;Freezer;Self check-in;Outdoor furniture;Toaster;Oven;Clothing storage;Body soap;Free parking on premises;Smoke alarm;Patio or balcony,164,1,365,237,6,2022-10-11,2023-10-20,0.18,4.83,5,4.17,4.67,h_480217041,AvantStay,2022-09-19,TRUE,27,https://www.airbnb.com/rooms/905154484554673235,https://a0.muscache.com/pictures/prohost-api/Hosting-905154484554673235/original/731d87e0-cd91-41ae-837a-1d846c6e1789.jpeg
l_905785209912274560,Cozy Cottage in Montford for 30-Day+ Stays,,28801,Downtown Asheville,35.60832,-82.5711,Entire guesthouse,Entire home/apt,2,1,1,1,First aid kit;Mini fridge;Air conditioning;Stainless steel electric stove;Luggage dropoff allowed;Conditioner;Garden view;Hot water kettle;Cooking basics;Essentials;Bathtub;Shampoo;Dedicated workspace;Shower gel;Dishes and silverware;Private entrance;Hair dryer;Free street parking;Bed linens;Kitchenette;Carbon monoxide alarm;Microwave;Wifi;TV;Coffee;Long term stays allowed;Cleaning available during stay;Portable heater;Coffee maker: french press;Body soap;Free parking on premises;Smoke alarm;Pack ’n play/Travel crib - available upon request,52,30,60,268,0,,,,,,,,h_21027252,Dana,2014-09-07,FALSE,1,https://www.airbnb.com/rooms/905785209912274618,https://a0.muscache.com/pictures/miso/Hosting-905785209912274618/original/d6180cd1-233c-40b9-882d-fba7968ad35c.jpeg
l_906558735828371328,Steph's Place,"Gorgeous views and a short walk to a trail that connects with the MST trail & Blue Ridge Parkway.  20-minutes to downtown AVL, Biltmore Estate, River Arts District, etc. and 10 min to WWC.<br />Newly refurbished full level basement apartment.<br />Gravel-lined steps lead you down to the entry, patio, & large fire pit. Rooms have a queen bed in 1st bedroom & full in the 2nd bedroom.<br />Stocked coffee & tea bar, full size washer & dryer. <br />Sorry not pet-friendly & unfortunately not wheelchair accessible.",28805,East Asheville,35.65163,-82.47829,Entire rental unit,Entire home/apt,4,1,2,2,Valley view;Air conditioning;Fire pit;Iron;Essentials;Shampoo;Refrigerator;Hot water;Dishes and silverware;Hair dryer;Kitchen;Keypad;Mountain view;Dryer;Carbon monoxide alarm;Wifi;TV;Hangers;BBQ grill;Exterior security cameras on property;Fire extinguisher;Backyard;Coffee maker;Self check-in;Outdoor dining area;Washer;Free parking on premises;Smoke alarm,98,2,365,162,32,2023-09-13,2025-01-25,1.49,4.97,5,4.88,4.97,h_84361370,Stephanie,2016-07-17,TRUE,1,https://www.airbnb.com/rooms/906558735828371317,https://a0.muscache.com/pictures/2852720e-43a9-44fc-b0a3-2f763305fcd8.jpg
l_907246055069667584,The Oasis 12 min to Downtown AVL,"Welcome to the Asheville, NC!<br /><br /><br />The perfect location for those wanting easy access to all the city of Asheville has to offer. From breweries to the Biltmore House which are all minutes away! After a pleasing evening experiencing the city, enjoy a serene evening next to the fire pit table.",28806,West Asheville,35.61032,-82.63572,Entire home,Entire home/apt,10,2.5,3,5,"First aid kit;Central heating;Coffee maker: Keurig coffee machine;Fire pit;Pets allowed;Blender;Conditioner;Board games;Free dryer – In building;Iron;Extra pillows and blankets;Cooking basics;Essentials;Shampoo;Dedicated workspace;Refrigerator;Hot water;Dishes and silverware;Indoor fireplace: gas;Hair dryer;Kitchen;Keypad;Free washer – In unit;Private backyard – Not fully fenced;Ceiling fan;Wifi;TV;Hangers;Coffee;Pool table;Exterior security cameras on property;BBQ grill;Clothing storage: walk-in closet, closet, and dresser;Central air conditioning;Self check-in;Dining table;Free parking on premises;Smoke alarm",190,2,28,251,50,2023-06-25,2024-11-30,2.07,4.96,4.98,4.94,4.9,h_446184653,Alondra,2022-02-21,TRUE,1,https://www.airbnb.com/rooms/907246055069667619,https://a0.muscache.com/pictures/miso/Hosting-907246055069667619/original/3c93993a-031b-4825-bb2d-d5715179e57d.jpeg
l_907933203969939456,Spacious w/ Game Room + Hot Tub | Mins to Downtown,"Spacious 5BR/3BA Retreat with a Game Room + Hot Tub + 7 Mins to Downtown Asheville!<br /><br />✨ Key Features:<br />✔ Sleeps 12 guests – 2 living rooms w/ Roku TVs 📺<br />✔ Game room + hot tub for ultimate fun 🎱♨️<br />✔ Spacious deck to enjoy nature 🌿<br />✔ Fully equipped kitchen & dining area 🍽<br />✔ Pet-friendly – bring your fur babies! 🐾<br />✔ Located in Woodfin, just 7 mins from downtown Asheville!<br /><br />Book your perfect getaway today! 🏡✨",28804,South Asheville,35.6360405,-82.5884999,Entire home,Entire home/apt,12,3,5,7,"First aid kit;Mini fridge;Cleaning products;Central heating;Fire pit;Outlet covers;Ping pong table;Blender;Pets allowed;Conditioner;Room-darkening shades;Board games;Garden view;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Cooking basics;Essentials;Stainless steel oven;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Standalone high chair - always at the listing;Hair dryer;Children’s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old;Kitchen;Free washer – In unit;Free street parking;Smart lock;Private backyard – Not fully fenced;Pack ’n play/Travel crib - always at the listing;Ceiling fan;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Coffee;Pool table;Books and reading material;Exterior security cameras on property;Free dryer – In unit;Fire extinguisher;Long term stays allowed;Children’s dinnerware;Central air conditioning;Game console;Coffee maker;Freezer;Private patio or balcony;Self check-in;Electric stove;Babysitter recommendations;Toaster;Dining table;Outdoor furniture;Outdoor dining area;Body soap;Baby safety gates;Arcade games;Free parking on premises;Private hot tub;Smoke alarm;Clothing storage: walk-in closet and closet",298,1,90,311,67,2023-06-26,2025-05-18,2.78,4.96,4.96,4.9,4.91,h_516236827,Justin,2023-05-23,TRUE,1,https://www.airbnb.com/rooms/907933203969939408,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTA3OTMzMjAzOTY5OTM5NDA4/original/a9771449-fd1c-4aeb-b971-81bb56e890c2.png
l_907970414270132992,Spacious & Bright New Net-Zero  Home near Biltmore,"Bring the whole family to this peaceful, spacious net-zero home! 3 large bedrooms & 3 full baths 5 mins to Biltmore & the Parkway, 10 mins to downtown AVL.<br /><br />Inviting living space, full kitchen & outdoor patio to relax and retreat. Your perfect base for Asheville. Plenty of parking w/ easy access. <br /><br />Dine on the back patio, charge your EV with solar power, enjoy the 55” smart TV. <br /><br />All are welcome!",28803,Tuxedo Park,35.54439,-82.51837,Entire home,Entire home/apt,6,3,3,3,First aid kit;Cleaning products;Air conditioning;High chair;Children’s books and toys;Heating;Conditioner;Board games;Smoke alarm;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Essentials;Patio or balcony;Bathtub;Shampoo;Dedicated workspace;Refrigerator;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Smart lock;Dryer;Private backyard – Not fully fenced;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;Coffee;Long term stays allowed;Fire extinguisher;Coffee maker;Freezer;Self check-in;Dining table;Babysitter recommendations;Oven;Washer;Toaster;Clothing storage;Outdoor furniture;Outdoor dining area;Body soap;Free parking on premises;Mountain view;Pack ’n play/Travel crib - available upon request;EV charger,153,1,30,245,154,2023-06-11,2025-06-15,6.26,4.98,4.97,4.85,4.94,h_352405,Molly Rose,2011-01-18,TRUE,4,https://www.airbnb.com/rooms/907970414270132974,https://a0.muscache.com/pictures/miso/Hosting-907970414270132974/original/fe221fb5-5453-4b78-a5c6-9d6b70535914.jpeg
l_908463326021223168,West Asheville Private 2 bedroom Getaway,"Your family will be close to everything when you stay at this centrally-located 2 bedroom house. Easy walk to shops, restaurants, and  Carrier Park / French Broad River Greenway.  Quick 5-10 minute drive to Downtown or the Biltmore Estate. The homeowner lives upstairs with a separate private entrance. <br /><br />Haywood Road in West Asheville – 1 mile<br /><br />The River Arts District (RAD) – 1 mile<br /><br />Biltmore Estate – 2 miles<br /><br />Downtown Asheville – 3 miles<br /><br />Blue Ridge Parkway access – 6 miles",28806,West Asheville,35.57042,-82.57721,Entire home,Entire home/apt,6,2,2,2,"First aid kit;Cleaning products;Air conditioning;Central heating;Luggage dropoff allowed;Fire pit;Drying rack for clothing;Pets allowed;Conditioner;Room-darkening shades;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Bathtub;Shampoo;Single level home;Shower gel;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Private entrance;BBQ grill: gas;Hair dryer;Kitchen;Free street parking;Keypad;GE refrigerator;Dryer;Mosquito net;Bed linens;Ceiling fan;Carbon monoxide alarm;Microwave;Wifi;TV;Hangers;Coffee maker: drip coffee maker, french press;Exterior security cameras on property;Coffee;Fire extinguisher;Long term stays allowed;Backyard;Freezer;Self check-in;Ethernet connection;GE gas stove;Oven;Washer;Toaster;Clothing storage;Dining table;Outdoor furniture;Body soap;Free parking on premises;Smoke alarm",101,1,1125,216,203,2023-06-25,2025-06-04,8.41,4.9,4.89,4.78,4.92,h_244110135,Patrick,2019-02-19,TRUE,2,https://www.airbnb.com/rooms/908463326021223147,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTA4NDYzMzI2MDIxMjIzMTQ3/original/ce04a34c-960a-447d-904b-1d72e4ad5ddd.jpeg
l_908515528408361600,The Fox Den. Artistic!Stylish! Minutes to Downtown,"Welcome to the Fox Den! 🦊<br />In a world  of sterile uninspired vacation rentals this home stands out. The Fox Den is  loved and it shows. <br />She is a fully renovated 1930s cottage minutes from Downtown, the Biltmore Village, and Tunnel Road shopping. <br />No detail is overlooked in this highly curated home. Uniqueness oozes from the original art and pottery collection, vintage  lighting, a mix of new, antique and custom upholstered furniture. <br />The Fox den isn’t just a vacation rental….shes an experience.",28803,Tuxedo Park,35.55166,-82.50951,Entire home,Entire home/apt,6,1,2,3,Cleaning products;Air conditioning;Blender;Heating;Room-darkening shades;Iron;Wine glasses;Hot water kettle;Cooking basics;Essentials;Bathtub;Samsung sound system;Indoor fireplace;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hair dryer;Kitchen;Keypad;Bed linens;Microwave;Wifi;TV;Hangers;Coffee;Fire extinguisher;Backyard;Coffee maker;Freezer;Self check-in;Electric stove;Toaster;Oven;Washer;Dining table;Outdoor furniture;Free parking on premises;Smoke alarm,120,2,1125,350,77,2023-07-23,2025-06-12,3.32,4.86,4.86,4.78,4.84,h_59341867,Erin,2016-02-18,TRUE,1,https://www.airbnb.com/rooms/908515528408361637,https://a0.muscache.com/pictures/miso/Hosting-908515528408361637/original/f8d7c48d-1a27-4c20-894e-3c0e5ea68cea.jpeg
l_908754851232618624,Beautiful mountain getaway! 15 min to Asheville.,"This stylish home is the perfect get away.  Ideally located near Biltmore Park w dining, shopping, movies. The open floor plan creates an easy living environment. There are 2 master suites w king size beds, 2 queens, 3.5 baths, spacious living room w gas fireplace, den & fab sunroom make this home feel like you are living in nature. Rocking chair front porch, private back deck w dining table, fire pit in the backyard, designated walking trails & community pool access within a block of the home.",28704,South Asheville,35.46769,-82.56028,Entire home,Entire home/apt,8,3.5,1,4,,262,30,365,365,0,,,,,,,,h_62122483,Elizabeth,2016-03-08,FALSE,1,https://www.airbnb.com/rooms/908754851232618664,https://a0.muscache.com/pictures/miso/Hosting-908754851232618664/original/5284f2f1-d064-4a1d-9468-f428177f4bab.jpeg
l_908883275096331392,Rice Pinnacle Retreat,"POWER RESTORED! WE HAVE WATER, LAUNDRY, HOT SHOWERS! <br />Kick back and relax in this calm, stylish space.  This newly constructed, Scandinavian inspired home makes you feel like you've gotten away from it all, while only being 12 minutes from downtown Asheville.  Relax in the hot tub on the deck surround by the mountain laurel canopy, snuggle up by the fireplace and watch a movie, or just bathe in the forest through the floor to ceiling windows while you take your coffee in bed.",28806,West Asheville,35.49961,-82.61845,Entire home,Entire home/apt,4,2,2,2,"Cleaning products;Air conditioning;Central heating;Stainless steel single oven;Hot water kettle;Cooking basics;Essentials;Bathtub;Indoor fireplace;Refrigerator;Dishwasher;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Private hot tub - available all year, open 24 hours;Bed linens;Carbon monoxide alarm;Microwave;Wifi;TV;Free dryer – In unit;Coffee maker;Self check-in;Dining table;Washer;Clothing storage: closet and dresser;Free parking on premises;Smoke alarm",218,1,365,140,130,2023-06-25,2025-05-26,5.39,4.94,4.88,4.96,4.78,h_29536562,Jody,2015-03-17,TRUE,3,https://www.airbnb.com/rooms/908883275096331436,https://a0.muscache.com/pictures/miso/Hosting-908883275096331436/original/fbf928d2-fecf-4949-b7d4-ad6066b661b8.jpeg
l_909430637865426560,Waterfall Manor by CM | Hot Tub & Views,"Waterfall Manor is a Dog-Friendly Property - we love our furry friends!  If you'll be bringing your dog(s) with you, use the ""Personal Message"" box when making your reservation to tell us how many and their weight.",28732,Fletcher,35.43013,-82.47149,Entire home,Entire home/apt,8,4,4,4,Air conditioning;Pets allowed;Blender;Heating;Conditioner;River view;Smoke alarm;Garden view;Iron;Extra pillows and blankets;Wine glasses;Hot water kettle;Barbecue utensils;Cooking basics;Essentials;Shampoo;Dedicated workspace;Indoor fireplace;Refrigerator;Dishwasher;Hot water;Baking sheet;Dishes and silverware;Hot tub;Private entrance;Hair dryer;Kitchen;Free street parking;Keypad;Dryer;Ceiling fan;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;TV;Hangers;BBQ grill;Books and reading material;Fire extinguisher;Backyard;Coffee maker;Waterfront;Self check-in;Dining table;Toaster;Oven;Washer;Outdoor furniture;Clothing storage;Body soap;Laundromat nearby;Free parking on premises;Mountain view,530,2,1125,305,5,2023-07-06,2025-06-06,0.21,5,5,5,5,h_134903005,Carolina Mornings,2017-06-13,TRUE,46,https://www.airbnb.com/rooms/909430637865426557,https://a0.muscache.com/pictures/prohost-api/Hosting-909430637865426557/original/0eb678a3-4469-4396-beef-b34af8d0c329.jpeg
l_909492953296070528,"3BR home with deck, firepit, gas grill, & kitchen",,28804,South Asheville,35.64897,-82.57786,Entire home,Entire home/apt,6,2,3,4,First aid kit;Air conditioning;TV with standard cable;Iron;Essentials;Shampoo;Dedicated workspace;Refrigerator;Single level home;Dishwasher;Hot water;Dishes and silverware;Private entrance;Hair dryer;Kitchen;Smart lock;Dryer;Bed linens;Carbon monoxide alarm;Stove;Microwave;Wifi;Hangers;BBQ grill;Fire extinguisher;Coffee maker;Self check-in;Oven;Washer;Free parking on premises;Smoke alarm,118,2,1125,348,28,2023-07-02,2025-06-04,1.17,4.96,4.93,4.68,4.86,h_443139360,Vacasa North Carolina,2022-02-01,FALSE,10,https://www.airbnb.com/rooms/909492953296070572,https://a0.muscache.com/pictures/prohost-api/Hosting-909492953296070572/original/e44463b3-a333-43ae-8af2-76b28e240345.jpeg
